close,close,preto,બંધ,Κλείσε,dichtbij,घनिष्ट,Lukk,tæt,nah dran,ປິດ,aizvērt,близко,închide,Uždaryti,बंद,Затвори,അടയ്ക്കുക,tutup,tutup,ойр дөхөм,hurbileko,ပိတ်ထားသော,gần,зачыняць,বন্ধ,близо,Близу,karibu,stänga,cerrar,Zavrieť,Zapri,වසන්න,أغلق,փակել,nærri,yaxın,naby,afër,ገጠመ,Sulge,close,بند کریں,близький,chiudere,Menutup,選ぶ,დაკეტვა,ngokuminyanisa,关闭,關閉,關閉,zavřít,жабық,Tanca,ಮುಚ್ಚು,Zatvoriti,បិត,жабуу,நெருக்கமான,ปิด,kapat,దగ్గరగా,ਨੇੜੇ,بستن,fechar,blisko,proche,kiinni,malapit,닫다,Bezárás,סגור,बंद करे
alert,alert,alerta,ચેતવણી,συναγερμός,alert,सतर्क गराउनु,varsling,alert,Alarm,ສົ່ງເຕືອນ,brīdinājums,тревога,alerta,budrus,अलर्ट,Предупредување,ജാഗതയുള്ള,amaran,amaran,соргог байх,erne,တိုက်ခိုက်ရန်အသင့်ရှိခြင်း,báo động,трывога,সতর্কতা,тревога,упозорити,Tahadhari,varna,alerta,upozorniť,opozorilo,අනතුරු ඇඟවීම,إنذار,ահ,viðvörun,xəbərdarlıq,waaksaam,alarm,ማንቂያ,hoiatama,alert,انتباہ,сповіщення,mettere in guardia,peringatan,警戒している,განგაში,-hlakaniphile,警报,警報,警報,výstražný,дабыл,alerta,ಎಚ್ಚರಿಕೆ,upozorenje,ផាបរបុងចើងការ,эскертүү,எச்சரிக்கை,เตือน,Alarm,హెచ్చరిక,ਚੇਤਾਵਨੀ,هشدار,alerta,alarm,alerte,hälytys,alerto,알리다,éber,עֵרָנִי,चेतावनी
load_this,load this formula?,Cargar esta fórmula?,આ ફોર્મ્યુલા લોડ કરો છો?,φορτώστε αυτόν τον τύπο;,Laad deze formule?,यो सूत्र लोड?,Legg denne formelen?,Indlæs denne formel?,Diese Formel laden?,ໂຫລດສູດນີ້ບໍ?,Ievietojiet šo formulu?,Загрузите эту формулу?,încărcați această formulă?,Įdėkite šią formulę?,हे सूत्र लोड?,Вчитај ја оваа формула?,ഈ സൂത്രവാക്യം ലോഡുചെയ്യുക?,Muatkan formula ini?,Muatkan formula ini?,Энэ томъёог ачаалах уу?,Formula hau kargatu?,ဒီပုံသေနည်းကို load?,Tải công thức này?,Загрузіце гэтую формулу?,এই সূত্র লোড?,заредете тази формула?,оптеретити ову формулу?,Weka fomu hii?,Ladda den här formeln?,cargar esta fórmula?,Vložte tento vzorec?,naložite to formulo?,මෙම සූත්රය පටවන්න?,تحميل هذه الصيغة؟,Բեռնեք այս բանաձեւը:,Hlaða þessari formúlu?,Bu düsturu yükləyin?,Laai hierdie formule?,Ngarko këtë formulë?,ይህንን ቀመር ጫን?,Laadige see valem?,load this formula?,اس فارمولا کو لوڈ کریں؟,Завантажте цю формулу?,Carica questa formula?,Muat formula ini?,この式をロードしますか？,ამ ფორმულის ჩატვირთვა?,Layisha le formula?,加载此配方？,加載此配方？,加載此配方？,naložte tento vzorec?,Бұл формуланы салыңыз ба?,Carregueu aquesta fórmula?,ಈ ಸೂತ್ರವನ್ನು ಲೋಡ್ ಮಾಡಿ?,učitati ovu formulu?,ផ្ទុករូបមន្តនេះ?,Бул формуланы жүктөө?,இந்த சூத்திரத்தை ஏற்றவா?,โหลดสูตรนี้หรือไม่,Bu formülü yüklenebilir mi?,ఈ ఫార్ములాను లోడ్ చేయాలా?,ਇਸ ਫਾਰਮੂਲੇ ਨੂੰ ਲੋਡ ਕਰੋ?,بارگذاری این فرمول؟,carregar esta fórmula?,Załaduj tę formułę?,charger cette formule?,Lataa tämä kaava?,load ang formula na ito?,이 수식을로드 하시겠습니까?,Töltse be ezt a képletet?,לטעון נוסחה זו?,इस सूत्र को लोड करें?
formula_loaded,Formula loaded successfully,Fórmula cargada correctamente,ફોર્મ્યુલા સફળતાપૂર્વક લોડ,Ο φόρμουλα φορτώθηκε με επιτυχία,Formule is succesvol geladen,सूत्र सफलतापूर्वक,Formel lastet vellykket,Formula loaded succes,Erfolgreiche Formel geladen,ສູດທີ່ຖືກໂຫລດມາຢ່າງສໍາເລັດຜົນ,Veiksmīgi ielādēta formula,Формула загружена успешно,Formula încărcată cu succes,Formulė sėkmingai įkelta,फॉर्म्युला यशस्वीरित्या लोड केले,Формулата е вчитана успешно,ഫോർമുല വിജയകരമായി ലോഡുചെയ്തു,Formula dimuatkan dengan jayanya,Formula dimuatkan dengan jayanya,Томъёо амжилттай ачсан,Formula ondo kargatuta,ဖော်မြူလာအောင်မြင်စွာတင်ဆောင်,Công thức được tải thành công,Формула паспяхова загружаецца,সূত্র সফলভাবে লোড,Формулата е натоварена успешно,Формула је успешно учитана,Formula kubeba mafanikio.,Formel laddad framgångsrikt,Fórmula cargada con éxito,Úspešne,Formula je uspešno naložena,සූත්ර සාර්ථකව පටවා ඇත,صيغة تحميل بنجاح,Բանաձեւը հաջողությամբ բեռնված է,Formúla hlaðinn með góðum árangri,Formula uğurla yüklənir,Formule suksesvol gelaai,Formula e ngarkuar me sukses,ቀመር በተሳካ ሁኔታ ተጭኗል,Valem on edukalt laadinud,Formula loaded successfully,فارمولہ کامیابی سے بھرا ہوا,Формула завантажена успішно,Formula caricata con successo,Formula berhasil dimuat,式が正常にロードされました,ფორმულა დატვირთული წარმატებით,Ifomula elayishwe ngempumelelo,公式成功加载,公式成功加載,公式成功加載,Formula úspěšně naložil,Формула сәтті жүктелген,Fórmula carregada correctament,ಫಾರ್ಮುಲಾ ಯಶಸ್ವಿಯಾಗಿ ಲೋಡ್ ಮಾಡಲಾಗಿದೆ,Formula je uspješno učitana,រូបមន្តផ្ទុកដោយជោគជ័យ,Формула ийгиликтүү жүктөлгөн,சூத்திரம் வெற்றிகரமாக ஏற்றப்பட்டது,โหลดสูตรสำเร็จแล้ว,Formula başarıyla yüklendi,ఫార్ములా విజయవంతంగా లోడ్ చేయబడింది,ਫਾਰਮੂਲਾ ਸਫਲਤਾਪੂਰਵਕ ਲੋਡ ਹੋਇਆ,فرمول با موفقیت بارگذاری شد,Fórmula carregada com sucesso,Formuła ładowana pomyślnie,Formule chargée avec succès,Kaava ladattu onnistuneesti,Matagumpay na na-load ang formula,수식이 성공적으로로드되었습니다,A képlet sikeresen betöltött,נוסחה טעון בהצלחה,फॉर्मूला सफलतापूर्वक लोड किया गया
remove_this,Remove this formula?,Eliminar esta fórmula?,આ ફોર્મ્યુલા દૂર કરો?,Αφαιρέστε αυτόν τον τύπο;,Verwijder deze formule?,यो सूत्र हटाउनुहोस्?,Fjern denne formelen?,Fjern denne formel?,Entfernen Sie diese Formel?,ເອົາສູດນີ້ອອກ?,Noņemiet šo formulu?,Удалить эту формулу?,Îndepărtați această formulă?,Pašalinkite šią formulę?,हा सूत्र काढा?,Отстранете ја оваа формула?,ഈ ഫോർമുല നീക്കംചെയ്യണോ?,Keluarkan formula ini?,Keluarkan formula ini?,Энэ томъёог устгах уу?,Kendu formula hau?,ဒီပုံသေနည်းကိုဖယ်ရှား?,Loại bỏ công thức này?,Выдаліць гэтую формулу?,এই সূত্র মুছে ফেলুন?,Премахнете тази формула?,Уклоните ову формулу?,Ondoa fomu hii?,Ta bort den här formeln?,Eliminar esta fórmula?,Odstráňte tento vzorec?,Odstranite to formulo?,මෙම සූත්රය ඉවත් කරන්න?,إزالة هذه الصيغة؟,Հեռացրեք այս բանաձեւը:,Fjarlægðu þessa formúlu?,Bu düsturu çıxarın?,Verwyder hierdie formule?,Hiq këtë formulë?,ይህንን ቀመር ያስወግዱ?,Eemaldage see valem?,Remove this formula?,اس فارمولا کو ہٹا دیں؟,Видаліть цю формулу?,Rimuovi questa formula?,Hapus formula ini?,この式を削除しますか？,ამოიღეთ ეს ფორმულა?,Susa le formula?,删除此公式？,刪除此公式？,刪除此公式？,Vyjměte tento vzorec?,Осы формуланы алып тастайсыз ба?,Traieu aquesta fórmula?,ಈ ಸೂತ್ರವನ್ನು ತೆಗೆದುಹಾಕಿ?,Ukloniti ovu formulu?,យករូបមន្តនេះចេញ?,Бул формуланы алып салыңызбы?,இந்த சூத்திரத்தை நீக்கவா?,ลบสูตรนี้หรือไม่,Bu formülü kaldırın?,ఈ ఫార్ములాను తీసివేయాలా?,ਇਸ ਫਾਰਮੂਲੇ ਨੂੰ ਹਟਾਓ?,این فرمول را حذف کنید؟,Remova esta fórmula?,Usuń tę formułę?,Supprimer cette formule?,Poista tämä kaava?,Alisin ang formula na ito?,이 수식을 제거 하시겠습니까?,Távolítsa el ezt a képletet?,הסר נוסחה זו?,इस सूत्र को हटा दें?
formula_removed,Formula removed successfully,Fórmula eliminada con éxito,ફોર્મ્યુલા સફળતાપૂર્વક દૂર કર્યું,Ο φόρμουλα έχει αφαιρεθεί με επιτυχία,Formule is succesvol verwijderd,सूत्र सफलतापूर्वक हटाईयो,Formel fjernet vellykket,Formula fjernet succes,Formel erfolgreich entfernt,ສູດທີ່ຖືກກໍາຈັດຢ່າງສໍາເລັດຜົນ,Formula ir veiksmīgi noņemta,Формула удалена успешно,Formula a fost eliminată cu succes,Formulė sėkmingai pašalinta,फॉर्म्युला यशस्वीरित्या काढून टाकला,Формулата е успешно отстранета,ഫോർമുല വിജയകരമായി നീക്കംചെയ്തു,Formula dikeluarkan dengan jayanya,Formula dikeluarkan dengan jayanya,Томъёог амжилттай хассан,Formula behar bezala kendu da,ဖော်မြူလာအောင်မြင်စွာဖယ်ရှားခဲ့သည်,Công thức đã loại bỏ thành công,Формула паспяхова выдаляецца,সূত্র সফলভাবে সরানো,Формулата е премахната успешно,Формула је успешно уклоњена,Formula imeondolewa kwa mafanikio.,Formel borttagen framgångsrikt,Fórmula eliminada exitosamente,Vzorec úspešne,Formula uspešno odstrani,සූත්රය සාර්ථකව ඉවත් කර ඇත,صيغة إزالتها بنجاح,Բանաձեւը հաջողությամբ հանվեց,Formúla fjarlægð með góðum árangri,Formula uğurla çıxarıldı,Formule verwyder suksesvol,Formula hiqet me sukses,ቀመር በተሳካ ሁኔታ ተወግ,Valem eemaldati edukalt,Formula removed successfully,فارمولہ کامیابی سے ہٹا دیا,Формула видаляється успішно,Formula rimossa con successo,Formula berhasil dihapus,式が正常に削除されました,ფორმულა წარმატებით ამოიღეს,Ifomula isuswe ngempumelelo,成功删除了公式,成功刪除了公式,成功刪除了公式,Vzorec byl úspěšně odstraněn,Формула сәтті өтті,La fórmula es va retirar correctament,ಫಾರ್ಮುಲಾ ಯಶಸ್ವಿಯಾಗಿ ತೆಗೆದುಹಾಕಲಾಗಿದೆ,Formula je uspješno uklonjena,រូបមន្តបានដកចេញដោយជោគជ័យ,Формула ийгиликтүү алынып салынды,சூத்திரம் வெற்றிகரமாக நீக்கப்பட்டது,ลบสูตรเรียบร้อยแล้ว,Formül başarıyla kaldırıldı,ఫార్ములా విజయవంతంగా తొలగించబడింది,ਫਾਰਮੂਲਾ ਸਫਲਤਾਪੂਰਵਕ ਹਟਾ ਦਿੱਤਾ ਗਿਆ,فرمول با موفقیت حذف شد,Fórmula removida com sucesso,Formuła usunięta pomyślnie,Formule enlevée avec succès,Kaava poistetaan onnistuneesti,Matagumpay na inalis ang formula,수식이 성공적으로 제거되었습니다,A képlet sikeresen eltávolított,נוסחה הוסרה בהצלחה,सूत्र सफलतापूर्वक हटा दिया गया
save,save,SAVE.,સાચવવું,αποθηκεύσετε,opslaan,बचाउनु,lagre,Gemme,speichern,ປະຢັດ,ietaupīt,спасти,Salvați,sutaupyti,जतन करा,Зачувај,രക്ഷിക്കും,JIMAT,JIMAT,аврах,aurreztu,ကယ်ဆယ်,cứu,ратаваць,সংরক্ষণ,Save.,сачувати,Hifadhi,spara,ahorrar,uložiť,Shrani,සුරකින්න,حفظ,խնայել,vista,yadda saxla,spaar,shpëtoj,አስቀምጥ,säästa,save,بچت,урятувати,Salva,menyimpan,保存する,შენახვა,hlenga,节省,節省,節省,Uložit,жинау,estalviar,ಉಳಿಸು,uštedjeti,សរេង្គាហ,сактоо,சேமிக்கவும்,บันทึก,kaydetmek,సేవ్,ਸੇਵ,صرفه جویی,Salve ,zapisać,enregistrer,Tallentaa,I-save,저장,megment,לשמור,बचा ले
formula_list,saved formula list,Lista de fórmula gardada,સાચવેલ ફોર્મ્યુલા સૂચિ,Αποθηκευμένη λίστα τύπων,opgeslagen formule lijst,बचत गरिएको सूत्र सूची,Lagret formel liste,Gemt formel liste,Gespeicherte Formelliste,ບັນຊີລາຍຊື່ສູດທີ່ບັນທຶກໄວ້,Saglabāts formulas saraksts,Сохраненная формула списка,Lista de formulare salvată,Išsaugotos formulės sąrašas,जतन फॉर्म्युला यादी,Зачувана листа на формули,ഫോർമുല പട്ടിക സംരക്ഷിച്ചു,Senarai Formula yang Disimpan.,Senarai Formula yang Disimpan.,Хадгалсан томъёоны жагсаалт,Gorde formula zerrenda,Saved formula စာရင်း,Danh sách công thức đã lưu,Захаваны спіс формулы,সংরক্ষিত সূত্র তালিকা,Запален списък с формула,Сачувана листа формула,Orodha ya Mfumo iliyohifadhiwa,Sparad formelista,Lista de fórmulas guardadas,Zoznam vzorcov,Shranjeni seznam shranjenih formul,සූත්ර ලැයිස්තුව බේරා ගත්තේය,قائمة الفورمولا المحفوظة,Պահպանված բանաձեւերի ցուցակ,Vistað formúlu lista,Saxlanılan Formula siyahısı,GESTELDE FORMULA LIST,ruajtur listën e formulës,የተቀመጠ ቀመር ዝርዝር,Salvestatud valemite nimekiri,saved formula list,محفوظ فارمولہ فہرست,Збережений список формул,Elenco di formula salvato,Daftar Formula Tersimpan,保存された式リスト,შენახული ფორმულა სია,Uhlu lwefomula elondoloziwe,保存的公式列表,保存的公式列表,保存的公式列表,Uložený seznam vzorců,Сақталған формула тізімі,Llista de fórmules desades,ಉಳಿಸಿದ ಫಾರ್ಮುಲಾ ಪಟ್ಟಿ,Spremljeni popis formula,បញ្ជីរូបមន្តដែលបានរក្សាទុក,Сакталган формуланын тизмеси,சேமித்த ஃபார்முலா பட்டியல்,รายการสูตรที่บันทึกไว้,Kayıtlı Formula Listesi,సేవ్ చేయబడిన ఫార్ములా జాబితా,ਸੁਰੱਖਿਅਤ ਫਾਰਮੂਲਾ ਸੂਚੀ,لیست فرمول ذخیره شده,lista de fórmulas salvas,Zapisana lista formuły,Liste de formule enregistrée,Tallennettu kaavan luettelo,Naka-save na listahan ng formula,저장된 수식 목록,mentett képletlista,רשימת פורמולה שנשמרה,सहेजा गया सूत्र सूची
setting,setting,configuración.,સુયોજન,σύνθεση,instelling,सेप्ट गर्नु,omgivelser,indstilling,Einstellung,ການຕັ້ງຄ່າ,uzstādīšana,параметр,Setare,nustatymas,सेटिंग,Поставување,ക്രമീകരണം,menetapkan,menetapkan,тэмдэг,ezarpen,နေထွက်ခြင်း,thiết lập,уладаць,বিন্যাস,настройка,подешавање,kuweka,miljö,configuración,nastavenie,nastavitev,සැකසුම,ضبط,սահմանում,stilling,tənzimləmə,instelling,vendosje,ማቀናበር,seadistamine,setting,ترتیب,установка,collocamento,pengaturan.,setting,გარემოება,setha,环境,環境,環境,nastavení,салу,muntatge,ಸೆಟ್ಟಿಂಗ್,postavka,ការកំណត់,орнотуу,அமைத்தல்,การตั้งค่า,ayar,అమరిక,ਸੈਟਿੰਗ,تنظیمات,configuração,ustawienie,réglage,asetus,pagtatakda,환경,beállítás,הגדרה,स्थापना
calc_setting,Calc Setting,Configuración de Calc.,કેલ્કિંગ સેટિંગ,Ρύθμιση,Calc,क्याल्स सेट,Calc-innstilling,Beregnet indstilling,Calc-Einstellung.,ການຕັ້ງຄ່າ Calc,Calc iestatījumu,Установка Calc,Calc setare,CALC nustatymas,कॅल्क सेटिंग,Поставување на Calc.,കാൽക് ക്രമീകരണം,Setting Calc.,Setting Calc.,Тесийн хурал,Calc ezarpena,Calcing setting,Cài đặt Calc,Вапнаванне,ক্যালক সেটিং,Calc настройка,Цалц Сеттинг,Weka kuweka,Beräkningsinställning,Configuración de calc,Nastavenie vypočítania,Nastavitev,කැල්ක් සැකසුම,إعداد Calc.,Հաշվարկ,Calc stilling,Toplama,Calc Instelling,Calcting,የስም ቅንብሮች,Arvutatud seadistus,Calc Setting,کیلک کی ترتیب,Налаштування калькуляції,Calc Setting.,Pengaturan Calc.,カルシャル設定,Calc Setting,I-Calc Setting,计算环境,計算環境,計算環境,Konat nastavení,Қыру параметрі,Configuració de calc,ಕಲ್ಪಿಸು,Calc postavka,Calc,Калп,Calc அமைப்பு,การตั้งค่าการคำนวณ,Hesap ayarı,కాల్క్ సెట్టింగ్,ਕੈਲਕ ਸੈਟਿੰਗ,تنظیم کالک,Configuração do CALC.,Calk ustawienie,Réglage de calcul,Lasketus,Setting ng Calc,Calc 설정,Számított beállítás,הגדרת Calc.,कैलक सेटिंग
function_keyboard,Function keyboard color,Función Teclado Color.,કાર્ય કીબોર્ડ રંગ,Χρώμα πληκτρολογίου λειτουργίας,Functie toetsenbord kleur,कार्य किबोर्ड रंग,Funksjonstastatur Farge,Funktion tastatur farve.,Funktionstastaturfarbe,ເຮັດວຽກສີແປ້ນພິມ,Funkcijas tastatūras krāsa,Функция клавиатуры цвета,Culoarea tastaturii funcției,Funkcijos klaviatūros spalva,कार्य कीबोर्ड रंग,Функционална боја на тастатурата,കീബോർഡ് നിറം പ്രവർത്തിപ്പിക്കുക,Fungsi Warna papan kekunci,Fungsi Warna papan kekunci,Функцийн гарны өнгө,Funtzio teklatuaren kolorea,function keyboard အရောင်,Màu bàn phím chức năng,Функцыя Клавіятура Колер,ফাংশন কীবোর্ড রঙ,Функционална клавиатура Цвят,Функционална боја тастатуре,Kazi ya Kinanda ya Kazi.,Funktion Tangentbordsfärg,Color de teclado de función,Funkcia Klávesnica Farba,Funkcija tipkovnice Barva,යතුරුපුවරු වර්ණය ක්රියාත්මක කරන්න,وظيفة لوحة المفاتيح اللون,Գործառույթի ստեղնաշարի գույնը,Virka lyklaborð lit.,Funksiya klaviatura rəngi,Funksie sleutelbord kleur,Ngjyra e tastierës së funksionit,ተግባር የቁልፍ ሰሌዳ ቀለም,Funktsiooniklaviatuuri värv,Function keyboard color,فنکشن کی بورڈ کا رنگ,Функціональний колір клавіатури,Colore della tastiera della funzione,Fungsi Warna Keyboard.,機能キーボードの色,ფუნქციის კლავიატურა ფერი,Umbala wekhibhodi wekhibhodi,功能键盘颜色,功能鍵盤顏色,功能鍵盤顏色,Funkční klávesnice Color,Функция пернетақтасы,Funciona el color del teclat,ಕಾರ್ಯ ಕೀಬೋರ್ಡ್ ಬಣ್ಣ,Boju funkcije tipkovnice,មុខងារក្តារចុចក្តារចុច,Функция баскычтопун түсү,செயல்பாடு விசைப்பலகை நிறம்,ฟังก์ชั่นแป้นพิมพ์สี,Fonksiyon klavye rengi,కీబోర్డ్ రంగు ఫంక్షన్,ਫੰਕਸ਼ਨ ਕੀਬੋਰਡ ਰੰਗ,رنگ صفحه کلید تابع,Cor de teclado de função,Kolor klawiatury funkcji,Fonction de clavier de fonction,Toiminto näppäimistö väri,Kulay ng keyboard ng function,기능 키보드 색상,Funkció billentyűzet színe,פונקציה מקלדת צבע,कार्य कीबोर्ड रंग
calc_precision,Calc Precision,Calc Precision.,કેલ્ક ચોકસાઇ,Εκτυπωτή ακρίβεια,Calc Precision,क्याल यथार्थता,Calc presisjon,CALC PRECISION,Berechne Präzision.,ຄວາມແມ່ນຍໍາຂອງ Calc,Calc precizitāte,Точность Calc,Calc precizia,CALC tikslumas,कॅल्क परिशुद्धता,Прецизија на CACK.,കൃത്യത,Precision Calc.,Precision Calc.,Хяналтын нарийьчлал,Calc zehaztasuna,Calcision,Calc chính xác.,Прысоства,ক্যালক স্পষ্টতা,Calc Precision.,Цалц прецисион,Hati ya usahihi,Beräknings precision,Precisión de calc,Vypočítať presnosť,Calc natančnost,කැල්ක් නිරවද්යතාවය,alc الدقة,CACK ճշգրտություն,Calc Precision.,Kalkulyatorluq,Kalk akkuraatheid,Calc saktësi,የስራ ትክክለኛነት,Calc Precision,Calc Precision,کیلکولیشن,Точність,Calc Precision.,Calc Precision.,カルシャル精度,Calc სიზუსტე,Ukucaciswa kwe-calc,计算精度,計算精度,計算精度,Calc Precision.,Калькиялық дәлдік,Calc Precision,ಕ್ಯಾಲ್ಕ್ ನಿಖರತೆ,Calc preciznost,ភាពជាក់លាក់ Calc,Тактык,கால்க் துல்லியம்,Calc Precision,Calk hassasiyeti,కాల్క్ సున్నితత్వం,ਕੈਲਕ ਸ਼ੁੱਧਤਾ,دقت محاسبه,Calc precisão,Calc precyzja,Précision de calcul,Laske tarkkuus,Calc precision.,Calc Precision.,Célpontos pontosság,דיוק,कैल्क परिशुद्धता
brown,Brown,Brown.,ભૂરું,καφέ,bruin,खैरो,brun,Brun,Braun,ສີນ້ໍາຕານ,Brūns,коричневый,Maro,Brown.,तपकिरी,Браун,തവിട്ട്,Coklat,Coklat,Хүрэн,Marroi,ညိုသော,màu nâu,Карычнявы,বাদামী,Кафяв,Смеђа,Brown.,Brun,marrón,Hnedý,rjav,දුඹුරු,بنى,Շագանակագույն,Brúnt,Qəhvəyi,Verbruin,Ngjyrë kafe,ብናማ,Pruun,Brown,براؤن,Коричневий,Marrone,cokelat,茶色,ყავისფერი,-Nsundu,棕色的,棕色的,棕色的,Hnědý,Қоңыр,Marró,ಕಂದು ಬಣ್ಣ,Smeđi,ប៍នត្នោត,күрөң,பழுப்பு,สีน้ำตาล,Kahverengi,బ్రౌన్,ਭੂਰਾ,رنگ قهوه ای,marrom,brązowy,brun,Ruskea,Kayumanggi,갈색,Barna,חום,भूरा
black,Black,Black.,કાળો,Μαύρος,Zwart,अध्यारो,Svart,Sort,Schwarz,ດໍາ,Melns,Чернить,Negru,Black.,काळा,Црно,കറുത്ത,Hitam,Hitam,Хар,Beltz,မဲသော,Màu đen,Чорны,কালো,Черен,Црн,Nyeusi,Svart,Negro,čierna,Črna,කලු,أسود,Սեվ,Svart,Qara,Swart,I zi,ጥቁር,Must,Black,بلیک,Чорний,Nero,Hitam,黒,შავი,-Mnyama,黑色的,黑色的,黑色的,Černá,Қара,Negre,ಕಪ್ಪು,Crno,ខ្មៅ,Кара,கருப்பு,สีดำ,Siyah,నలుపు,ਕਾਲਾ,سیاه,Preto,Czarny,Le noir,Musta,Itim,검은 색,Fekete,שָׁחוֹר,काला
red,Red,vermello,લાલ,το κόκκινο,rood,रातो,rød,Rød,rot,ສີແດງ,sarkans,красный,roșu,Raudona,लाल,Црвено,ചുവപ്പായ,Merah,Merah,Улаан,Gorri,အနီေရာင်,màu đỏ,Чырвоны,লাল,червен,Црвено,Nyekundu,Röd,rojo,Červený,rdeča,රතු,أحمر,Կարմիր,Rautt,Qırmızı,Rooi,I kuq,ቀይ,Punane,Red,سرخ,Червоний,rosso,merah,赤,წითელი,-Bomvu,红色的,紅色的,紅色的,Červené,Қызыл,Vermell,ಕೆಂಪು,Crvena,រកហម,Кызыл,சிவப்பு,สีแดง,kırmızı,రెడ్డి,ਲਾਲ,قرمز,vermelho,czerwony,rouge,Punainen,Red.,빨간색,Piros,אָדוֹם,लाल
blue,Blue,Azul,વાદળી,Μπλε,Blauw,नीलो,Blå,Blå,Blau,ສີຟ້າ,Zils,Синий,Albastru,Mėlyna,निळा,Сина,നീലയായ,Biru,Biru,Хөх,Urdin,ပြာသော,Màu xanh dương,Блакітны,নীল,Син,Плави,Bluu.,Blå,Azul,Modrá,Modra,නිල්,أزرق,Կապույտ,Blár,Mavi,Blou,Blu,ሰማያዊ,Sinine,Blue,بلیو,Синій,Blu,Biru,青,ცისფერი,-Luhlaza okwesibhakabhaka,蓝色,藍色,藍色,Modrý,Көк,Blava,ನೀಲಿ,Plava,ប៍នផ្ទៃមេឃ,Көк,நீல,สีฟ้า,Mavi,నీలం,ਨੀਲਾ,آبی,Azul,Niebieski,Bleu,Sininen,Bughaw,파란색,Kék,כָּחוֹל,नीला
orange,Orange,Orange.,નારંગી,Πορτοκάλι,Oranje,सुन्तला रगको,oransje,orange,Orange,ສີສົ້ມ,apelsīns,апельсин,portocale,Oranžinė,ऑरेंज,Портокал,ഓറഞ്ച്,Orange.,Orange.,жүрж,Laranja,လိမ္မော်သီး,quả cam,Аранжавы,কমলা,Оранжево,Наранџаста,Orange.,Orange,naranja,Oranžový,Orange.,දොඩම්,البرتقالي,Նարնջի,Appelsínugult,Portağal,Lemoen,Portokalli,ብርቱካናማ,Oranž,Orange,کینو,Помаранчевий,arancia,jeruk,オレンジ,ფორთოხალი,iwolintshi,橘子,橘子,橘子,oranžový,апельсин,taronja,ಕಿತ್ತಳೆ,naranča,ប៍នសលាតមុ,ачык күрөң,ஆரஞ்சு,ส้ม,turuncu,నారింజ,ਸੰਤਰਾ,نارنجی,laranja,Pomarańczowy,Orange,Oranssi,Orange,주황색,narancssárga,תפוז,संतरा
number_keyboard,Number keyboard color,Color de teclado numérico.,નંબર કીબોર્ડ રંગ,Αριθμός χρώματος πληκτρολογίου,Aantal toetsenbordkleur,संख्या किबोर्ड रंग,Nummer tastaturfarge,Nummer tastatur farve.,Anzahl Tastaturfarbe,ສີແປ້ນພິມຈໍານວນ,Numuru tastatūras krāsa,Номерный цвет клавиатуры,Culoarea tastaturii numerice,Skaičių klaviatūros spalva,संख्या कीबोर्ड रंग,Број на тастатура боја,നമ്പർ കീബോർഡ് നിറം,Warna papan kekunci nombor,Warna papan kekunci nombor,Дугаарын гарны өнгө,Zenbakiaren teklatuaren kolorea,နံပါတ် keyboard အရောင်,Màu bàn phím số,Колькасны колер клавіятуры,সংখ্যা কীবোর্ড রঙ,Цвят на номера на клавиатурата,Број тастатуре,Nambari ya Kinanda ya Nambari.,Nummer tangentbordsfärg,Color de teclado numérico,Číslo Klávesnica Farba,Številka Barva tipkovnice,යතුරු පුවරුවේ වර්ණය අංක,رقم لوحة المفاتيح اللون,Ստեղնաշարի քանակի գույնը,Fjöldi lyklaborðs lit.,Sayı klaviatura rəngi,Getal sleutelbord kleur,Ngjyra e tastierës së numrit,ቁጥር ቁልፍ ሰሌዳ ቀለም,Number klaviatuuri värv,Number keyboard color,نمبر کی بورڈ کا رنگ,Номер клавіатурного кольору,Numero tastiera Colore,Warna nomor keyboard.,キーボードの色数,ნომერი კლავიატურა ფერი,Umbala wekhibhodi yenombolo,数字键盘颜色,數字鍵盤顏色,數字鍵盤顏色,Číslo klávesnice Color.,Нөмірдің сандық түсі,Color de teclat número,ಸಂಖ್ಯೆ ಕೀಬೋರ್ಡ್ ಬಣ್ಣ,Broj boja tipkovnice,ពណ៌ក្តារចុចលេខ,Сан баскычтобу,எண் விசைப்பலகை வண்ணம்,หมายเลขแป้นพิมพ์จำนวน,Sayı klavye rengi,సంఖ్య కీబోర్డ్ రంగు,ਨੰਬਰ ਕੀਬੋਰਡ ਰੰਗ,شماره صفحه کلید شماره,Cor do teclado numérico,Kolor klawiatury numer.,Numéro de couleur clavier,Numero näppäimistön väri,Numero ng Kulay ng Keyboard,번호 키보드 색상,Szám billentyűzet színe,צבע מקלדת צבע,संख्या कीबोर्ड रंग
